order,B_time,B_split,B_util,BPlus_time,BPlus_split,BPlus_util,BStar_time,BStar_split,BStar_util
3635,36,31,0.833646,36,31,0.833904,50,29,0.859697
3636,35,31,0.833417,35,31,0.833675,50,31,0.808904
3637,34,31,0.833188,33,31,0.833446,53,28,0.886942
3638,35,31,0.832959,35,31,0.833217,55,29,0.858988
3639,36,31,0.83273,37,31,0.832988,53,29,0.858752
3640,36,31,0.832501,38,31,0.832759,52,29,0.858516
3641,33,31,0.832272,34,31,0.83253,51,28,0.885967
3642,35,31,0.832044,34,31,0.832302,52,28,0.885724
3643,35,31,0.831815,35,31,0.832073,53,28,0.885481
3644,36,31,0.831587,35,31,0.831845,55,28,0.885238
3645,36,31,0.831359,36,31,0.831617,54,29,0.857339
3646,36,31,0.831131,34,31,0.831388,53,28,0.884752
3647,35,31,0.830903,36,31,0.831161,52,29,0.856869
3648,34,31,0.830675,38,31,0.830933,54,29,0.856634
3649,35,31,0.830448,36,31,0.830705,55,28,0.884025
3650,35,31,0.83022,35,31,0.830477,54,29,0.856164
3651,36,31,0.829993,36,31,0.83025,52,28,0.883541
3652,33,31,0.829765,35,31,0.830023,48,28,0.883299
3653,36,31,0.829538,33,31,0.829795,54,28,0.883057
3654,34,31,0.829311,35,31,0.829568,53,28,0.882815
3655,35,31,0.829084,35,31,0.829341,54,28,0.882574
3656,35,31,0.828858,35,31,0.829114,54,28,0.882332
3657,35,31,0.828631,33,31,0.828888,49,29,0.854526
3658,35,31,0.828404,34,31,0.828661,52,27,0.911245
3659,34,31,0.828178,35,31,0.828435,55,28,0.881609
3660,37,31,0.827952,35,31,0.828208,54,28,0.881368
3661,38,31,0.827725,35,31,0.827982,54,28,0.881127
3662,35,31,0.827499,34,31,0.827756,51,28,0.880887
3663,36,31,0.827274,34,31,0.82753,52,28,0.880646
3664,34,31,0.827048,35,31,0.827304,52,28,0.880406
3665,35,31,0.826822,37,31,0.827078,53,28,0.880165
3666,36,31,0.826597,34,31,0.826853,51,29,0.852428
3667,34,31,0.826371,34,31,0.826627,53,29,0.852195
3668,35,31,0.826146,36,31,0.826402,53,29,0.851963
3669,35,31,0.825921,35,31,0.826177,52,29,0.851731
3670,37,31,0.825696,35,31,0.825952,53,29,0.851499
3671,35,31,0.825471,35,31,0.825727,53,29,0.851267
3672,35,31,0.825246,36,31,0.825502,52,29,0.851035
3673,35,31,0.825021,34,31,0.825277,51,29,0.850803
3674,36,31,0.824797,34,31,0.825052,50,28,0.878009
3675,36,31,0.824572,35,31,0.824828,53,29,0.85034
3676,36,31,0.824348,35,31,0.824603,54,28,0.877532
3677,36,31,0.824124,34,31,0.824379,55,29,0.849878
3678,35,31,0.8239,34,31,0.824155,51,29,0.849647
3679,35,31,0.823676,34,31,0.823931,55,28,0.876816
3680,36,31,0.823452,37,31,0.823707,53,28,0.876578
3681,35,31,0.823228,35,31,0.823483,52,29,0.848954
3682,36,31,0.823005,35,31,0.82326,52,29,0.848724
3683,34,31,0.822781,35,31,0.823036,53,27,0.905059
3684,35,31,0.822558,35,31,0.822813,54,28,0.875626
3685,35,31,0.822335,35,31,0.82259,52,27,0.904568
3686,35,31,0.822112,36,31,0.822366,53,29,0.847802
3687,35,31,0.821889,35,31,0.822143,53,28,0.874914
3688,38,31,0.821666,35,31,0.82192,53,29,0.847343
3689,35,31,0.821443,35,31,0.821698,51,27,0.903587
3690,35,31,0.82122,36,31,0.821475,53,28,0.874202
3691,36,31,0.820998,35,31,0.821252,53,28,0.873965
3692,36,31,0.820775,35,31,0.82103,53,27,0.902853
3693,35,31,0.820553,33,31,0.820808,52,28,0.873492
3694,35,31,0.820331,34,31,0.820585,53,30,0.820331
3695,35,31,0.820109,36,31,0.820363,50,28,0.873019
3696,38,31,0.819887,34,31,0.820141,53,27,0.901876
3697,38,31,0.819665,36,31,0.81992,52,29,0.84528
3698,36,31,0.819444,34,31,0.819698,53,29,0.845051
3699,34,31,0.819222,35,31,0.819476,52,27,0.901144
3700,37,31,0.819001,35,31,0.819255,54,28,0.87184
3701,36,31,0.81878,36,31,0.819033,53,29,0.844366
3702,35,31,0.818558,35,31,0.818812,53,28,0.871369
3703,36,31,0.818337,34,31,0.818591,53,28,0.871133
3704,36,31,0.818116,34,31,0.81837,52,28,0.870898
3705,36,31,0.817896,35,31,0.818149,54,28,0.870663
3706,36,31,0.817675,34,31,0.817928,53,27,0.899442
3707,37,31,0.817454,35,31,0.817708,54,28,0.870193
3708,36,31,0.817234,34,31,0.817487,55,28,0.869959
3709,46,31,0.817013,45,31,0.817267,56,28,0.869724
3710,38,31,0.816793,35,31,0.817046,53,28,0.86949
3711,36,31,0.816573,36,31,0.816826,57,29,0.842091
3712,36,31,0.816353,35,31,0.816606,54,27,0.897989
3713,36,31,0.816133,33,31,0.816386,53,27,0.897747
3714,36,31,0.815914,35,31,0.816167,55,27,0.897505
3715,35,31,0.815694,35,31,0.815947,52,29,0.841184
3716,37,31,0.815474,35,31,0.815727,51,27,0.897022
3717,35,31,0.815255,35,31,0.815508,55,28,0.867852
3718,36,31,0.815036,34,31,0.815288,53,29,0.840506
3719,35,31,0.814817,35,31,0.815069,55,28,0.867385
3720,35,31,0.814598,34,31,0.81485,52,28,0.867152
3721,36,31,0.814379,35,31,0.814631,53,29,0.839828
3722,36,31,0.81416,38,31,0.814412,57,28,0.866686
3723,35,31,0.813941,34,31,0.814194,54,28,0.866454
3724,35,31,0.813723,36,31,0.813975,53,28,0.866221
3725,35,31,0.813504,35,31,0.813756,53,28,0.865988
3726,36,31,0.813286,35,31,0.813538,55,28,0.865756
3727,36,31,0.813068,36,31,0.81332,54,27,0.894374
3728,37,31,0.81285,35,31,0.813102,51,30,0.81285
3729,37,31,0.812632,35,31,0.812883,54,28,0.865059
3730,34,31,0.812414,35,31,0.812666,53,28,0.864827
3731,36,31,0.812196,36,31,0.812448,54,27,0.893416
3732,35,31,0.811978,36,31,0.81223,53,28,0.864364
3733,36,31,0.811761,33,31,0.812012,55,27,0.892937
3734,36,31,0.811543,35,31,0.811795,54,28,0.863901
3735,34,31,0.811326,37,31,0.811578,56,29,0.83668
3736,37,31,0.811109,36,31,0.81136,53,28,0.863439
3737,36,31,0.810892,34,31,0.811143,52,27,0.891981
3738,35,31,0.810675,36,31,0.810926,52,28,0.862977
3739,35,31,0.810458,34,31,0.810709,49,27,0.891504
3740,35,31,0.810241,34,31,0.810493,53,27,0.891266
3741,36,31,0.810025,35,31,0.810276,56,27,0.891027
3742,38,31,0.809808,35,31,0.810059,56,28,0.862054
3743,36,31,0.809592,36,31,0.809843,51,27,0.890551
3744,37,31,0.809376,35,31,0.809627,54,28,0.861594
3745,34,31,0.80916,34,31,0.809411,50,29,0.834446
3746,35,31,0.808944,35,31,0.809194,53,27,0.889838
3747,35,31,0.808728,36,31,0.808978,52,28,0.860904
3748,35,31,0.808512,36,31,0.808763,54,27,0.889363
3749,36,31,0.808296,33,31,0.808547,50,27,0.889126
3750,36,31,0.808081,34,31,0.808331,51,28,0.860215
3751,36,31,0.807865,35,31,0.808116,55,28,0.859986
3752,36,31,0.80765,34,31,0.8079,56,27,0.888415
3753,36,31,0.807435,35,31,0.807685,55,28,0.859527
3754,36,31,0.80722,34,31,0.80747,52,28,0.859298
3755,33,31,0.807005,33,31,0.807255,50,28,0.85907
3756,36,31,0.80679,34,31,0.80704,53,27,0.887469
3757,36,31,0.806575,35,31,0.806825,53,27,0.887233
3758,37,31,0.806361,35,31,0.806611,56,27,0.886997
3759,38,31,0.806146,34,31,0.806396,56,28,0.858155
3760,35,31,0.805932,35,31,0.806181,52,28,0.857927
3761,35,31,0.805717,35,31,0.805967,52,28,0.857699
3762,36,31,0.805503,37,31,0.805753,53,28,0.857471
3763,36,31,0.805289,35,31,0.805539,50,28,0.857243
3764,38,31,0.805075,35,31,0.805325,68,28,0.857016
3765,37,31,0.804861,37,31,0.805111,56,27,0.885347
3766,36,31,0.804648,35,31,0.804897,55,28,0.85656
3767,36,31,0.804434,36,31,0.804683,56,27,0.884877
3768,37,31,0.804221,36,31,0.80447,53,28,0.856106
3769,36,31,0.804007,35,31,0.804256,52,28,0.855879
3770,36,31,0.803794,35,31,0.804043,53,27,0.884173
3771,36,31,0.803581,36,31,0.80383,56,28,0.855425
3772,37,31,0.803368,35,31,0.803617,54,29,0.828473
3773,37,31,0.803155,36,31,0.803404,51,27,0.88347
3774,36,31,0.802942,35,31,0.803191,55,28,0.854745
3775,36,31,0.802729,35,31,0.802978,57,28,0.854518
3776,36,31,0.802517,34,31,0.802765,54,27,0.882768
3777,36,31,0.802304,35,31,0.802553,51,27,0.882535
3778,38,31,0.802092,36,31,0.802341,54,27,0.882301
3779,36,31,0.80188,35,31,0.802128,51,27,0.882068
3780,35,31,0.801667,33,31,0.801916,55,28,0.853388
3781,35,31,0.801455,36,31,0.801704,53,27,0.881601
3782,38,31,0.801244,40,31,0.801492,55,27,0.881368
3783,38,31,0.801032,37,31,0.80128,56,28,0.852711
3784,35,31,0.80082,34,31,0.801068,54,28,0.852486
3785,36,31,0.800608,34,31,0.800857,55,27,0.880669
3786,36,31,0.800397,34,31,0.800645,53,29,0.825409
3787,36,31,0.800186,33,31,0.800434,55,29,0.825191
3788,35,31,0.799974,34,31,0.800222,54,27,0.879972
3789,36,31,0.799763,35,31,0.800011,53,27,0.87974
3790,38,31,0.799552,35,31,0.7998,56,27,0.879507
3791,36,31,0.799341,35,31,0.799589,54,27,0.879275
3792,34,31,0.799131,36,31,0.799378,52,27,0.879044
3793,35,31,0.79892,34,31,0.799168,53,28,0.850463
3794,35,31,0.798709,35,31,0.798957,53,28,0.850239
3795,35,31,0.798499,35,31,0.798746,55,27,0.878349
3796,35,31,0.798288,35,31,0.798536,54,27,0.878117
3797,36,31,0.798078,34,31,0.798326,53,27,0.877886
3798,37,31,0.797868,35,31,0.798115,52,27,0.877655
3799,34,31,0.797658,38,31,0.797905,55,28,0.84912
3800,36,31,0.797448,35,31,0.797695,55,27,0.877193
3801,36,31,0.797238,36,31,0.797486,54,26,0.907202
3802,36,31,0.797029,34,31,0.797276,52,28,0.84845
3803,36,31,0.796819,35,31,0.797066,54,27,0.876501
3804,36,31,0.79661,35,31,0.796857,55,27,0.876271
3805,37,31,0.7964,35,31,0.796647,58,27,0.87604
3806,37,31,0.796191,35,31,0.796438,53,26,0.90601
3807,35,31,0.795982,35,31,0.796229,53,26,0.905772
3808,36,31,0.795773,35,31,0.79602,51,27,0.87535
3809,35,31,0.795564,36,31,0.795811,52,27,0.87512
3810,36,31,0.795355,35,31,0.795602,54,27,0.874891
3811,37,31,0.795146,35,31,0.795393,54,27,0.874661
3812,37,31,0.794938,34,31,0.795184,56,27,0.874432
3813,34,31,0.794729,35,31,0.794976,54,28,0.846002
3814,36,31,0.794521,35,31,0.794767,56,26,0.90411
3815,36,31,0.794313,35,31,0.794559,54,28,0.845559
3816,37,31,0.794105,36,31,0.794351,56,28,0.845337
3817,37,31,0.793897,35,31,0.794143,53,27,0.873286
3818,35,31,0.793689,35,31,0.793935,51,28,0.844894
3819,35,31,0.793481,34,31,0.793727,55,28,0.844673
3820,35,31,0.793273,36,31,0.793519,55,28,0.844452
3821,37,31,0.793065,36,31,0.793311,53,27,0.872372
3822,37,31,0.792858,34,31,0.793104,55,26,0.902218
3823,35,31,0.792651,33,31,0.792896,52,26,0.901982
3824,35,31,0.792443,34,31,0.792689,53,27,0.871688
3825,36,31,0.792236,35,31,0.792482,55,28,0.843348
3826,38,31,0.792029,36,31,0.792275,56,27,0.871232
3827,36,31,0.791822,35,31,0.792068,53,28,0.842907
3828,36,31,0.791615,34,31,0.791861,55,26,0.900804
3829,35,31,0.791408,36,31,0.791654,52,27,0.870549
3830,38,31,0.791202,35,31,0.791447,57,28,0.842247
3831,36,31,0.790995,35,31,0.791241,57,26,0.900098
3832,37,31,0.790789,34,31,0.791034,52,28,0.841808
3833,35,31,0.790583,37,31,0.790828,53,27,0.869641
3834,38,31,0.790376,36,31,0.790621,55,27,0.869414
3835,37,31,0.79017,36,31,0.790415,53,28,0.841149
3836,36,31,0.789964,37,31,0.790209,58,28,0.84093
3837,38,31,0.789758,37,31,0.790003,56,26,0.898691
3838,34,31,0.789553,34,31,0.789797,54,28,0.840492
3839,34,31,0.789347,34,31,0.789592,54,27,0.868282
3840,36,31,0.789141,36,31,0.789386,57,27,0.868056
3841,37,31,0.788936,36,31,0.789181,55,27,0.86783
3842,36,31,0.788731,36,31,0.788975,53,27,0.867604
3843,36,31,0.788525,34,31,0.78877,54,27,0.867378
3844,36,31,0.78832,35,31,0.788565,57,27,0.867152
3845,36,31,0.788115,37,31,0.78836,55,28,0.838961
3846,36,31,0.78791,35,31,0.788155,53,27,0.866701
3847,36,31,0.787705,36,31,0.78795,53,27,0.866476
3848,36,31,0.787501,35,31,0.787745,54,27,0.866251
3849,36,31,0.787296,35,31,0.78754,55,27,0.866026
3850,38,31,0.787092,34,31,0.787336,55,27,0.865801
3851,35,31,0.786887,35,31,0.787131,53,27,0.865576
3852,37,31,0.786683,35,31,0.786927,56,28,0.837437
3853,35,31,0.786479,35,31,0.786723,55,27,0.865127
3854,36,31,0.786275,34,31,0.786519,53,27,0.864902
3855,36,31,0.786071,36,31,0.786315,54,27,0.864678
3856,37,31,0.785867,35,31,0.786111,56,26,0.894262
3857,36,31,0.785663,35,31,0.785907,53,27,0.86423
3858,37,31,0.78546,35,31,0.785703,53,27,0.864006
3859,37,31,0.785256,34,31,0.785499,54,28,0.835918
3860,36,31,0.785053,35,31,0.785296,51,27,0.863558
3861,36,31,0.784849,35,31,0.785093,54,27,0.863334
3862,37,31,0.784646,35,31,0.784889,53,27,0.863111
3863,37,31,0.784443,36,31,0.784686,55,27,0.862887
3864,36,31,0.78424,35,31,0.784483,54,26,0.892411
3865,34,31,0.784037,35,31,0.78428,53,27,0.862441
3866,36,31,0.783834,35,31,0.784077,57,26,0.891949
3867,37,31,0.783632,36,31,0.783874,54,26,0.891719
3868,37,31,0.783429,39,31,0.783672,52,26,0.891488
3869,36,31,0.783226,36,31,0.783469,54,28,0.833757
3870,36,31,0.783024,35,31,0.783267,53,25,0.92285
3871,35,31,0.782822,37,31,0.783064,53,26,0.890797
3872,35,31,0.78262,35,31,0.782862,56,27,0.860882
3873,36,31,0.782418,35,31,0.78266,51,26,0.890337
3874,36,31,0.782216,34,31,0.782458,55,27,0.860437
3875,34,31,0.782014,36,31,0.782256,53,26,0.889878
3876,37,31,0.781812,36,31,0.782054,53,27,0.859993
3877,37,31,0.78161,35,31,0.781853,55,27,0.859771
3878,37,31,0.781409,35,31,0.781651,55,27,0.85955
3879,35,31,0.781207,37,31,0.781449,53,27,0.859328
3880,35,31,0.781006,36,31,0.781248,56,28,0.831393
3881,36,31,0.780805,35,31,0.781047,54,27,0.858885
3882,36,31,0.780604,36,31,0.780846,57,27,0.858664
3883,37,31,0.780403,35,31,0.780644,53,27,0.858443
3884,37,31,0.780202,36,31,0.780443,53,26,0.887816
3885,36,31,0.780001,37,31,0.780243,51,27,0.858001
3886,35,31,0.7798,35,31,0.780042,53,27,0.85778
3887,36,31,0.779599,36,31,0.779841,54,27,0.857559
3888,37,31,0.779399,35,31,0.779641,55,29,0.803755
3889,35,31,0.779199,34,31,0.77944,53,26,0.886674
3890,35,31,0.778998,35,31,0.77924,54,26,0.886446
3891,35,31,0.778798,35,31,0.779039,54,27,0.856678
3892,36,31,0.778598,34,31,0.778839,54,27,0.856458
3893,36,31,0.778398,36,31,0.778639,55,26,0.885763
3894,36,31,0.778198,35,31,0.778439,56,26,0.885536
3895,36,31,0.777998,37,31,0.778239,54,27,0.855798
3896,37,31,0.777799,34,31,0.77804,53,26,0.885081
3897,35,31,0.777599,35,31,0.77784,55,26,0.884854
3898,36,31,0.777399,34,31,0.77764,54,26,0.884627
3899,35,31,0.7772,37,31,0.777441,56,26,0.8844
3900,37,31,0.777001,36,31,0.777242,54,27,0.854701
3901,36,31,0.776802,35,31,0.777042,54,26,0.883947
3902,36,31,0.776603,33,31,0.776843,52,27,0.854263
3903,37,31,0.776404,35,31,0.776644,55,27,0.854044
3904,38,31,0.776205,37,31,0.776445,55,26,0.883267
3905,36,31,0.776006,36,31,0.776246,53,26,0.883041
3906,35,31,0.775807,35,31,0.776048,54,26,0.882815
3907,35,31,0.775609,37,31,0.775849,53,26,0.882589
3908,37,31,0.77541,37,31,0.775651,55,28,0.825437
3909,36,31,0.775212,36,31,0.775452,54,27,0.852733
3910,37,31,0.775014,35,31,0.775254,55,26,0.881912
3911,36,31,0.774815,35,31,0.775056,54,26,0.881686
3912,35,31,0.774617,34,31,0.774857,53,27,0.852079
3913,37,31,0.774419,35,31,0.774659,56,26,0.881236
3914,37,31,0.774222,35,31,0.774462,57,26,0.881011
3915,37,31,0.774024,36,31,0.774264,54,26,0.880786
3916,35,31,0.773826,35,31,0.774066,54,27,0.851209
3917,36,31,0.773629,35,31,0.773868,55,26,0.880336
3918,36,31,0.773431,36,31,0.773671,55,27,0.850774
3919,37,31,0.773234,35,31,0.773473,57,25,0.911311
3920,36,31,0.773036,35,31,0.773276,56,27,0.85034
3921,36,31,0.772839,34,31,0.773079,54,29,0.796991
3922,37,31,0.772642,35,31,0.772882,58,26,0.879214
3923,38,31,0.772445,34,31,0.772685,54,27,0.84969
3924,37,31,0.772248,36,31,0.772488,55,26,0.878766
3925,36,31,0.772052,34,31,0.772291,55,26,0.878542
3926,36,31,0.771855,34,31,0.772094,52,27,0.849041
3927,35,31,0.771659,35,31,0.771898,56,27,0.848824
3928,35,31,0.771462,35,31,0.771701,56,25,0.909223
3929,36,31,0.771266,36,31,0.771505,54,26,0.877647
3930,37,31,0.771069,38,31,0.771309,54,27,0.848176
3931,35,31,0.770873,36,31,0.771112,54,25,0.908529
3932,35,31,0.770677,34,31,0.770916,53,26,0.876978
3933,37,31,0.770481,36,31,0.77072,56,25,0.908067
3934,36,31,0.770285,35,31,0.770524,59,27,0.847314
3935,38,31,0.77009,36,31,0.770328,53,25,0.907606
3936,35,31,0.769894,35,31,0.770133,52,28,0.819565
3937,37,31,0.769699,36,31,0.769937,55,27,0.846668
3938,37,31,0.769503,37,31,0.769742,56,27,0.846453
3939,37,31,0.769308,36,31,0.769546,57,25,0.906684
3940,36,31,0.769112,37,31,0.769351,53,26,0.875197
3941,37,31,0.768917,37,31,0.769156,53,24,0.939788
3942,35,31,0.768722,35,31,0.768961,53,26,0.874753
3943,36,31,0.768527,36,31,0.768766,55,27,0.84538
3944,37,31,0.768332,35,31,0.768571,55,27,0.845166
3945,36,31,0.768138,36,31,0.768376,53,27,0.844951
3946,39,31,0.767943,34,31,0.768181,53,27,0.844737
3947,37,31,0.767748,35,31,0.767986,54,27,0.844523
3948,37,31,0.767554,37,31,0.767792,55,26,0.873423
3949,36,31,0.76736,35,31,0.767597,55,26,0.873202
3950,37,31,0.767165,35,31,0.767403,54,26,0.872981
3951,36,31,0.766971,35,31,0.767209,57,26,0.87276
3952,34,31,0.766777,36,31,0.767015,53,26,0.872539
3953,37,31,0.766583,36,31,0.766821,58,26,0.872319
3954,38,31,0.766389,37,31,0.766627,54,25,0.903244
3955,39,31,0.766195,35,31,0.766433,54,27,0.842815
3956,36,31,0.766002,35,31,0.766239,52,25,0.902788
3957,36,31,0.765808,35,31,0.766046,55,25,0.90256
3958,36,31,0.765615,35,31,0.765852,56,26,0.871217
3959,37,31,0.765421,36,31,0.765659,57,26,0.870997
3960,36,31,0.765228,34,31,0.765465,53,26,0.870777
3961,37,31,0.765035,37,31,0.765272,54,27,0.841538
3962,35,31,0.764842,36,31,0.765079,55,26,0.870337
3963,36,31,0.764649,36,31,0.764886,54,26,0.870118
3964,37,31,0.764456,36,31,0.764693,52,27,0.840901
3965,37,31,0.764263,36,31,0.7645,55,25,0.900739
3966,35,31,0.76407,35,31,0.764307,54,26,0.869459
3967,36,31,0.763878,34,31,0.764115,54,26,0.86924
3968,36,31,0.763685,36,31,0.763922,52,26,0.869021
3969,37,31,0.763493,37,31,0.76373,57,26,0.868802
3970,36,31,0.763301,35,31,0.763537,59,27,0.839631
3971,36,31,0.763108,35,31,0.763345,53,26,0.868365
3972,36,31,0.762916,35,31,0.763153,57,25,0.899151
3973,36,31,0.762724,34,31,0.762961,54,27,0.838997
3974,34,31,0.762532,36,31,0.762769,55,27,0.838785
3975,36,31,0.76234,36,31,0.762577,55,24,0.931749
3976,37,31,0.762149,36,31,0.762385,54,26,0.867273
3977,36,31,0.761957,34,31,0.762193,55,26,0.867055
3978,35,31,0.761765,35,31,0.762002,56,26,0.866837
3979,36,31,0.761574,36,31,0.76181,53,25,0.897569
3980,37,31,0.761383,36,31,0.761619,56,26,0.866401
3981,36,31,0.761191,35,31,0.761427,56,25,0.897118
3982,35,31,0.761,34,31,0.761236,54,26,0.865966
3983,42,31,0.760809,39,31,0.761045,54,25,0.896668
3984,37,31,0.760618,36,31,0.760854,58,25,0.896443
3985,37,31,0.760427,36,31,0.760663,55,27,0.83647
3986,36,31,0.760237,36,31,0.760472,55,26,0.865097
3987,36,31,0.760046,35,31,0.760282,57,26,0.86488
3988,36,31,0.759855,36,31,0.760091,56,25,0.895544
3989,36,31,0.759665,36,31,0.7599,56,25,0.895319
3990,36,31,0.759474,36,31,0.75971,55,27,0.835422
3991,36,31,0.759284,36,31,0.75952,53,26,0.864013
3992,36,31,0.759094,37,31,0.759329,54,27,0.835003
3993,36,31,0.758904,35,31,0.759139,59,26,0.86358
3994,37,31,0.758714,36,31,0.758949,53,26,0.863364
3995,37,31,0.758524,36,31,0.758759,56,27,0.834376
3996,36,31,0.758334,34,31,0.758569,52,25,0.893751
3997,36,31,0.758144,35,31,0.758379,55,25,0.893527
3998,36,31,0.757955,36,31,0.75819,54,26,0.8625
3999,37,31,0.757765,36,31,0.758,56,25,0.89308
4000,39,31,0.757576,36,31,0.757811,54,26,0.862069
4001,38,31,0.757386,37,31,0.757621,56,26,0.861854
4002,36,31,0.757197,34,31,0.757432,57,26,0.861638
4003,37,31,0.757008,38,31,0.757243,55,25,0.892188
4004,37,31,0.756819,37,31,0.757054,56,25,0.891965
4005,36,31,0.75663,38,31,0.756865,54,26,0.860993
4006,38,31,0.756441,34,31,0.756676,57,25,0.89152
4007,35,31,0.756252,36,31,0.756487,56,25,0.891297
4008,36,31,0.756064,36,31,0.756298,54,26,0.860348
4009,37,31,0.755875,38,31,0.756109,57,26,0.860134
4010,37,31,0.755687,36,31,0.755921,54,26,0.859919
4011,37,31,0.755498,34,31,0.755732,55,26,0.859705
4012,35,31,0.75531,35,31,0.755544,54,25,0.890187
4013,36,31,0.755122,35,31,0.755356,57,26,0.859276
4014,36,31,0.754933,37,31,0.755168,56,27,0.830427
4015,35,31,0.754745,37,31,0.754979,54,26,0.858848
4016,37,31,0.754558,36,31,0.754791,54,25,0.8893
4017,37,31,0.75437,36,31,0.754604,52,26,0.858421
4018,36,31,0.754182,37,31,0.754416,60,25,0.888857
4019,37,31,0.753994,37,31,0.754228,56,25,0.888636
4020,35,31,0.753807,35,31,0.75404,55,26,0.85778
4021,36,31,0.753619,36,31,0.753853,52,27,0.828981
4022,36,31,0.753432,35,31,0.753665,56,25,0.887973
4023,37,31,0.753245,36,31,0.753478,55,25,0.887753
4024,37,31,0.753057,35,31,0.753291,57,25,0.887532
4025,38,31,0.75287,37,31,0.753104,53,26,0.856714
4026,36,31,0.752683,35,31,0.752917,53,26,0.856502
4027,35,31,0.752496,36,31,0.75273,52,26,0.856289
4028,36,31,0.75231,35,31,0.752543,56,26,0.856076
4029,36,31,0.752123,35,31,0.752356,57,25,0.886431
4030,36,31,0.751936,38,31,0.752169,57,25,0.886211
4031,35,31,0.75175,35,31,0.751983,54,26,0.855439
4032,35,31,0.751563,35,31,0.751796,54,25,0.885771
4033,38,31,0.751377,36,31,0.75161,57,26,0.855015
4034,36,31,0.751191,35,31,0.751424,52,25,0.885332
4035,36,31,0.751004,35,31,0.751237,56,26,0.854591
4036,36,31,0.750818,38,31,0.751051,53,26,0.85438
4037,36,31,0.750632,36,31,0.750865,53,24,0.91744
4038,35,31,0.750447,37,31,0.750679,55,27,0.825491
4039,35,31,0.750261,34,31,0.750493,53,25,0.884236
4040,36,31,0.750075,37,31,0.750308,55,26,0.853534
4041,38,31,0.749889,35,31,0.750122,55,25,0.883798
4042,36,31,0.749704,37,31,0.749936,55,26,0.853111
4043,36,31,0.749518,36,31,0.749751,52,27,0.82447
4044,35,31,0.749333,35,31,0.749565,56,26,0.852689
4045,36,31,0.749148,34,31,0.74938,54,25,0.882924
4046,35,31,0.748963,35,31,0.749195,55,26,0.852268
4047,37,31,0.748778,37,31,0.74901,58,25,0.882488
4048,35,31,0.748593,34,31,0.748825,56,25,0.88227
4049,37,31,0.748408,36,31,0.74864,53,25,0.882052
4050,36,31,0.748223,40,31,0.748455,55,25,0.881834
4051,37,31,0.748038,37,31,0.74827,55,25,0.881617
4052,38,31,0.747854,36,31,0.748085,55,26,0.851006
4053,36,31,0.747669,34,31,0.747901,56,26,0.850796
4054,35,31,0.747485,35,31,0.747716,54,26,0.850586
4055,36,31,0.7473,35,31,0.747532,58,25,0.880747
4056,38,31,0.747116,38,31,0.747348,58,25,0.88053
4057,36,31,0.746932,37,31,0.747164,56,25,0.880313
4058,38,31,0.746748,37,31,0.746979,58,26,0.849748
4059,37,31,0.746564,37,31,0.746795,54,25,0.879879
4060,35,31,0.74638,36,31,0.746611,55,25,0.879662
4061,37,31,0.746196,38,31,0.746428,53,27,0.820816
4062,35,31,0.746013,35,31,0.746244,55,25,0.879229
4063,37,31,0.745829,35,31,0.74606,55,25,0.879013
4064,38,31,0.745645,37,31,0.745877,56,26,0.848493
4065,36,31,0.745462,35,31,0.745693,58,25,0.87858
4066,36,31,0.745279,35,31,0.74551,55,26,0.848076
4067,35,31,0.745095,36,31,0.745326,55,25,0.878148
4068,37,31,0.744912,36,31,0.745143,59,26,0.847659
4069,38,31,0.744729,36,31,0.74496,57,26,0.84745
4070,36,31,0.744546,35,31,0.744777,56,25,0.877501
4071,37,31,0.744363,35,31,0.744594,52,24,0.909777
4072,37,31,0.744181,35,31,0.744411,57,26,0.846826
4073,37,31,0.743998,38,31,0.744228,58,25,0.876855
4074,36,31,0.743815,38,31,0.744046,56,26,0.84641
4075,36,31,0.743633,35,31,0.743863,55,25,0.876424
4076,36,31,0.74345,36,31,0.743681,56,25,0.876209
4077,38,31,0.743268,36,31,0.743498,56,25,0.875994
4078,35,31,0.743086,38,31,0.743316,60,24,0.908216
4079,37,31,0.742903,37,31,0.743134,55,24,0.907993
4080,37,31,0.742721,36,31,0.742952,56,26,0.845166
4081,35,31,0.742539,35,31,0.74277,53,24,0.907548
4082,36,31,0.742357,37,31,0.742588,54,25,0.874921
4083,37,31,0.742176,35,31,0.742406,53,25,0.874707
4084,35,31,0.741994,38,31,0.742224,56,25,0.874493
4085,39,31,0.741812,37,31,0.742042,55,26,0.844131
4086,39,31,0.741631,38,31,0.741861,59,26,0.843925
4087,36,31,0.741449,37,31,0.741679,54,26,0.843718
4088,36,31,0.741268,35,31,0.741498,55,26,0.843512
4089,36,31,0.741087,36,31,0.741316,55,26,0.843305
4090,36,31,0.740905,36,31,0.741135,58,25,0.87321
4091,37,31,0.740724,35,31,0.740954,58,26,0.842893
4092,36,31,0.740543,35,31,0.740773,54,24,0.905108
4093,35,31,0.740362,35,31,0.740592,54,26,0.842481
4094,36,31,0.740181,35,31,0.740411,56,25,0.872357
4095,36,31,0.740001,36,31,0.74023,55,25,0.872144
4096,36,31,0.73982,36,31,0.740049,55,26,0.841864
4097,36,31,0.739639,36,31,0.739869,58,26,0.841659
4098,36,31,0.739459,36,31,0.739688,56,26,0.841453
